AGS num	AGS Text	Lat	Lon	Name 2	Type 2
1001	01001	54.78499338	9.438528355	Flensburg	Kreisfreie Stadt
1002	01002	54.32484069	10.13224436	Kiel	Kreisfreie Stadt
1003	01003	53.87231673	10.72728311	Lübeck	Kreisfreie Stadt
1004	01004	54.08112444	9.984481955	Neumünster	Kreisfreie Stadt
1051	01051	54.13291096	9.107814479	Dithmarschen	Kreis
1053	01053	53.58900242	10.60185922	Herzogtum Lauenburg	Kreis
1054	01054	54.609564	8.886887793	Nordfriesland	Kreis
1055	01055	54.18964903	10.81942702	Ostholstein	Kreis
1056	01056	53.71808407	9.7368667	Pinneberg	Kreis
1057	01057	54.24338859	10.36369516	Plön	Kreis
1058	01058	54.28961574	9.781742068	Rendsburg-Eckernförde	Kreis
1059	01059	54.61901956	9.488709215	Schleswig-Flensburg	Kreis
1060	01060	53.91998574	10.14091472	Segeberg	Kreis
1061	01061	53.92894519	10	Steinburg	Kreis
1062	01062	53.72080057	10.33163988	Stormarn	Kreis
2000	02000	53.54637735	10.02079442	Hamburg	Kreisfreie Stadt
3101	03101	52.27522109	10.52410806	Braunschweig	Kreisfreie Stadt
3102	03102	52.12447444	10.37072623	Salzgitter	Kreisfreie Stadt
3103	03103	52.41074739	10.78487077	Wolfsburg	Kreisfreie Stadt
3151	03151	52.58025623	10.60417046	Gifhorn	Landkreis
3159	03159	51.49893902	9.926235131	Göttingen	Landkreis
3153	03153	51.87467716	10.40039267	Goslar	Landkreis
3154	03154	52.26074433	10.88883872	Helmstedt	Landkreis
3155	03155	51.74258733	9.848008931	Northeim	Landkreis
3157	03157	52.30419133	10.25528781	Peine	Landkreis
3158	03158	52.12699752	10.5839538	Wolfenbüttel	Landkreis
3241	03241	52.42193707	9.719799048	Region Hannover	Landkreis
3251	03251	52.72848578	8.701799136	Diepholz	Landkreis
3252	03252	52.09513819	9.389895452	Hameln-Pyrmont	Landkreis
3254	03254	52.090219	9.943480972	Hildesheim	Landkreis
3255	03255	51.88063258	9.55140269	Holzminden	Landkreis
3256	03256	52.60922281	9.114312927	Nienburg (Weser)	Landkreis
3257	03257	52.29279233	9.206561905	Schaumburg	Landkreis
3351	03351	52.71334323	10.10356616	Celle	Landkreis
3352	03352	53.6165865	8.812382372	Cuxhaven	Landkreis
3353	03353	53.31577342	9.962738848	Harburg	Landkreis
3354	03354	53.01987172	11.12291989	Lüchow-Dannenberg	Landkreis
3355	03355	53.23257535	10.57325692	Lüneburg	Landkreis
3356	03356	53.25100673	8.808080932	Osterholz	Landkreis
3357	03357	53.25075839	9.306584838	Rotenburg (Wümme)	Landkreis
3358	03358	52.92833009	9.769411359	Heidekreis	Landkreis
3359	03359	53.57897623	9.41807039	Stade	Landkreis
3360	03360	52.98363494	10.54758105	Uelzen	Landkreis
3361	03361	52.97323565	9.1754645	Verden	Landkreis
3401	03401	53.0494044	8.645682931	Delmenhorst	Kreisfreie Stadt
3402	03402	53.36067907	7.181584115	Emden	Kreisfreie Stadt
3403	03403	53.14457817	8.224359039	Oldenburg	Kreisfreie Stadt
3404	03404	52.27767982	8.04703291	Osnabrück	Kreisfreie Stadt
3405	03405	53.56594481	8.086204629	Wilhelmshaven	Kreisfreie Stadt
3451	03451	53.21848817	8.013262266	Ammerland	Landkreis
3452	03452	53.49643077	7.368089581	Aurich	Landkreis
3453	03453	52.91102902	7.904713938	Cloppenburg	Landkreis
3454	03454	52.73829702	7.402688652	Emsland	Landkreis
3455	03455	53.51036297	7.983247462	Friesland	Landkreis
3456	03456	52.47605341	7.019856762	Grafschaft Bentheim	Landkreis
3457	03457	53.24354174	7.469761641	Leer	Landkreis
3458	03458	52.98807691	8.389396566	Oldenburg	Landkreis
3459	03459	52.38161392	8.045157342	Osnabrück	Landkreis
3460	03460	52.66029015	8.223057943	Vechta	Landkreis
3461	03461	53.35764176	8.388646231	Wesermarsch	Landkreis
3462	03462	53.57341374	7.706123551	Wittmund	Landkreis
4011	04011	53.11954347	8.780493747	Bremen	Kreisfreie Stadt
4012	04012	53.53816629	8.588505224	Bremerhaven	Kreisfreie Stadt
5111	05111	51.23545696	6.810202624	Düsseldorf	Kreisfreie Stadt
5112	05112	51.43961577	6.73469185	Duisburg	Kreisfreie Stadt
5113	05113	51.43383277	7.017153916	Essen	Kreisfreie Stadt
5114	05114	51.34521914	6.579668006	Krefeld	Kreisfreie Stadt
5116	05116	51.1671936	6.411974474	Mönchengladbach	Kreisfreie Stadt
5117	05117	51.41378149	6.878461621	Mülheim an der Ruhr	Kreisfreie Stadt
5119	05119	51.51313135	6.847120498	Oberhausen	Kreisfreie Stadt
5120	05120	51.1826933	7.224115652	Remscheid	Kreisfreie Stadt
5122	05122	51.16245516	7.066069733	Solingen	Kreisfreie Stadt
5124	05124	51.25060361	7.168930082	Wuppertal	Kreisfreie Stadt
5154	05154	51.65236313	6.258809085	Kleve	Kreis
5158	05158	51.25710435	6.969065183	Mettmann	Kreis
5162	05162	51.14357124	6.649323167	Rhein-Kreis Neuss	Kreis
5166	05166	51.28282024	6.326120513	Viersen	Kreis
5170	05170	51.62704254	6.618362629	Wesel	Kreis
5314	05314	50.70573462	7.10983941	Bonn	Kreisfreie Stadt
5315	05315	50.94566688	6.973218552	Köln	Kreisfreie Stadt
5316	05316	51.05306626	7.015474111	Leverkusen	Kreisfreie Stadt
5334	05334	50.72750461	6.216727218	Städteregion Aachen	Kreis
5358	05358	50.81789505	6.44556161	Düren	Kreis
5362	05362	50.90493303	6.716491019	Rhein-Erft-Kreis	Kreis
5366	05366	50.53647317	6.644151912	Euskirchen	Kreis
5370	05370	51.04934891	6.164112924	Heinsberg	Kreis
5374	05374	51.0127092	7.516628817	Oberbergischer Kreis	Kreis
5378	05378	51.02300443	7.194846538	Rheinisch-Bergischer Kreis	Kreis
5382	05382	50.76063891	7.234573028	Rhein-Sieg-Kreis	Kreis
5512	05512	51.57169383	6.920116178	Bottrop	Kreisfreie Stadt
5513	05513	51.55395642	7.071240238	Gelsenkirchen	Kreisfreie Stadt
5515	05515	51.95431679	7.623646795	Münster	Kreisfreie Stadt
5554	05554	51.96131984	6.899615612	Borken	Kreis
5558	05558	51.86685104	7.366012233	Coesfeld	Kreis
5562	05562	51.67248392	7.159248939	Recklinghausen	Kreis
5566	05566	52.21153668	7.579446713	Steinfurt	Kreis
5570	05570	51.87022279	7.958294933	Warendorf	Kreis
5711	05711	52.01094862	8.540743897	Bielefeld	Kreisfreie Stadt
5754	05754	51.93170893	8.351386053	Gütersloh	Kreis
5758	05758	52.16757781	8.643931639	Herford	Kreis
5762	05762	51.68494074	9.178091498	Höxter	Kreis
5766	05766	51.98142265	8.950837273	Lippe	Kreis
5770	05770	52.3524755	8.739348393	Minden-Lübbecke	Kreis
5774	05774	51.66417546	8.719635033	Paderborn	Kreis
5911	05911	51.46992737	7.224935232	Bochum	Kreisfreie Stadt
5913	05913	51.51607757	7.474900905	Dortmund	Kreisfreie Stadt
5914	05914	51.34804507	7.497555538	Hagen	Kreisfreie Stadt
5915	05915	51.6651744	7.823586193	Hamm	Kreisfreie Stadt
5916	05916	51.53753324	7.208557615	Herne	Kreisfreie Stadt
5954	05954	51.34684479	7.324029334	Ennepe-Ruhr-Kreis	Kreis
5958	05958	51.30682538	8.385079867	Hochsauerlandkreis	Kreis
5962	05962	51.26261144	7.713008099	Märkischer Kreis	Kreis
5966	05966	51.08615959	7.976477266	Olpe	Kreis
5970	05970	50.93773864	8.195170269	Siegen-Wittgenstein	Kreis
5974	05974	51.5644105	8.217437438	Soest	Kreis
5978	05978	51.57857454	7.636444585	Unna	Kreis
6411	06411	49.88144614	8.664681555	Darmstadt	Kreisfreie Stadt
6412	06412	50.1179681	8.644190394	Frankfurt am Main	Kreisfreie Stadt
6413	06413	50.09107877	8.780962265	Offenbach am Main	Kreisfreie Stadt
6414	06414	50.07915667	8.260366469	Wiesbaden	Kreisfreie Stadt
6431	06431	49.61770122	8.660116116	Bergstraße	Landkreis
6432	06432	49.85550385	8.795469879	Darmstadt-Dieburg	Landkreis
6433	06433	49.90450861	8.470252477	Groß-Gerau	Landkreis
6434	06434	50.28161525	8.504646058	Hochtaunuskreis	Landkreis
6435	06435	50.24386452	9.286222992	Main-Kinzig-Kreis	Landkreis
6436	06436	50.10257891	8.434571215	Main-Taunus-Kreis	Landkreis
6437	06437	49.67158617	8.979525239	Odenwaldkreis	Landkreis
6438	06438	50.02167746	8.811439146	Offenbach	Landkreis
6439	06439	50.14197172	8.081134713	Rheingau-Taunus-Kreis	Landkreis
6440	06440	50.35477648	8.907657059	Wetteraukreis	Landkreis
6531	06531	50.5702779	8.807513717	Gießen	Landkreis
6532	06532	50.64826873	8.36532824	Lahn-Dill-Kreis	Landkreis
6533	06533	50.42747035	8.199437238	Limburg-Weilburg	Landkreis
6534	06534	50.83686383	8.738043768	Marburg-Biedenkopf	Landkreis
6535	06535	50.63811937	9.271379509	Vogelsbergkreis	Landkreis
6611	06611	51.31145481	9.46020305	Kassel	Kreisfreie Stadt
6631	06631	50.56388099	9.759139165	Fulda	Landkreis
6632	06632	50.90618961	9.752932406	Hersfeld-Rotenburg	Landkreis
6633	06633	51.40129614	9.407038916	Kassel	Landkreis
6634	06634	51.02377582	9.373652339	Schwalm-Eder-Kreis	Landkreis
6635	06635	51.19068757	8.88888422	Waldeck-Frankenberg	Landkreis
6636	06636	51.19075638	9.928906207	Werra-Meißner-Kreis	Landkreis
7111	07111	50.34851606	7.579551024	Koblenz	Kreisfreie Stadt
7131	07131	50.46758532	7.044976439	Ahrweiler	Landkreis
7132	07132	50.75074766	7.74412526	Altenkirchen (Westerwald)	Landkreis
7133	07133	49.82482041	7.686664992	Bad Kreuznach	Landkreis
7134	07134	49.71254039	7.277654598	Birkenfeld	Landkreis
7135	07135	50.13288001	7.174319965	Cochem-Zell	Landkreis
7137	07137	50.33160787	7.332169432	Mayen-Koblenz	Landkreis
7138	07138	50.55770055	7.46900065	Neuwied	Landkreis
7140	07140	50.04420982	7.500099712	Rhein-Hunsrück-Kreis	Landkreis
7141	07141	50.26328174	7.842709936	Rhein-Lahn-Kreis	Landkreis
7143	07143	50.55234937	7.865681372	Westerwaldkreis	Landkreis
7211	07211	49.76293883	6.655051022	Trier	Kreisfreie Stadt
7231	07231	49.92464518	6.967218622	Bernkastel-Wittlich	Landkreis
7232	07232	50.06215977	6.410129965	Eifelkreis Bitburg-Prüm	Landkreis
7233	07233	50.23833585	6.748653732	Vulkaneifel	Landkreis
7235	07235	49.69647113	6.695195596	Trier-Saarburg	Landkreis
7311	07311	49.53306403	8.356883799	Frankenthal (Pfalz)	Kreisfreie Stadt
7312	07312	49.4328526	7.760674748	Kaiserslautern	Kreisfreie Stadt
7313	07313	49.22449388	8.05060076	Landau in der Pfalz	Kreisfreie Stadt
7314	07314	49.48208767	8.396844536	Ludwigshafen am Rhein	Kreisfreie Stadt
7315	07315	49.97418652	8.241497085	Mainz	Kreisfreie Stadt
7316	07316	49.34187582	8.152287859	Neustadt an der Weinstraße	Kreisfreie Stadt
7317	07317	49.19712709	7.594363165	Pirmasens	Kreisfreie Stadt
7318	07318	49.32971814	8.435019749	Speyer	Kreisfreie Stadt
7319	07319	49.64944553	8.324528631	Worms	Kreisfreie Stadt
